 netid  |    concept     |       function       |      timestamp      | c  | t  
 hz190  | Strings        | Join                 | 02/16/2020 21:16:34 |  0 |  5
 hz190  | Strings        | Split                | 02/16/2020 21:16:34 |  5 |  5
 hz190  | Strings        | Join                 | 02/16/2020 21:19:10 |  5 |  5
 hz190  | Strings        | Split                | 02/16/2020 21:19:10 |  5 |  5
 rb358  | Lists          | Adding               | 02/16/2020 21:31:19 |  1 |  1
 rb358  | Lists          | Appending            | 02/16/2020 21:31:19 |  1 |  1
 rb358  | Lists          | Pointers             | 02/16/2020 21:31:19 |  2 |  2
 rb358  | Strings        | Concatenation        | 02/16/2020 21:31:19 |  2 |  2
 rb358  | Strings        | Join                 | 02/16/2020 21:31:19 |  1 |  2
 rb358  | Strings        | Split                | 02/16/2020 21:31:19 |  0 |  2
 hso3   | Lists          | Adding               | 02/16/2020 21:37:09 |  1 |  1
 hso3   | Lists          | Appending            | 02/16/2020 21:37:09 |  1 |  1
 hso3   | Lists          | Pointers             | 02/16/2020 21:37:09 |  1 |  1
 hso3   | Math operators | Exponents            | 02/16/2020 21:37:09 |  1 |  1
 hso3   | Math operators | Floor Division       | 02/16/2020 21:37:09 |  1 |  1
 hso3   | Math operators | Mod                  | 02/16/2020 21:37:09 |  1 |  1
 hso3   | Strings        | Concatenation        | 02/16/2020 21:37:09 |  1 |  1
 hso3   | Strings        | Find                 | 02/16/2020 21:37:09 |  2 |  2
 hso3   | Strings        | Index/Slice          | 02/16/2020 21:37:09 |  2 |  2
 hso3   | Strings        | Join                 | 02/16/2020 21:37:09 |  2 |  2
 hso3   | Strings        | Split                | 02/16/2020 21:37:09 |  1 |  2
 svk3   | Lists          | Adding               | 02/16/2020 21:40:25 |  1 |  1
 svk3   | Lists          | Appending            | 02/16/2020 21:40:25 |  1 |  1
 bd134  | Lists          | Adding               | 02/16/2020 22:12:47 |  5 |  5
 bd134  | Lists          | Appending            | 02/16/2020 22:14:49 |  0 |  5
 bd134  | Lists          | Appending            | 02/16/2020 22:16:14 |  4 |  5
 bd134  | Lists          | Pointers             | 02/16/2020 22:32:42 |  1 |  1
 cn91   | Lists          | Adding               | 02/16/2020 22:33:22 |  1 |  2
 cn91   | Lists          | Appending            | 02/16/2020 22:33:22 |  1 |  2
 cn91   | Lists          | Pointers             | 02/16/2020 22:33:22 |  1 |  2
 cn91   | Math operators | Exponents            | 02/16/2020 22:33:22 |  3 |  3
 cn91   | Math operators | Floor Division       | 02/16/2020 22:33:22 |  3 |  3
 cn91   | Math operators | Mod                  | 02/16/2020 22:33:22 |  3 |  3
 cn91   | Strings        | Concatenation        | 02/16/2020 22:33:22 |  2 |  3
 cn91   | Strings        | Find                 | 02/16/2020 22:33:22 |  0 |  3
 cn91   | Strings        | Index/Slice          | 02/16/2020 22:33:22 |  2 |  3
 cn91   | Strings        | Join                 | 02/16/2020 22:33:22 |  3 |  3
 cn91   | Strings        | Split                | 02/16/2020 22:33:22 |  3 |  3
 bd134  | Math operators | Exponents            | 02/16/2020 22:34:35 |  4 |  4
 bd134  | Math operators | Floor Division       | 02/16/2020 22:34:56 |  5 |  5
 bd134  | Math operators | Mod                  | 02/16/2020 22:35:21 |  5 |  5
 bd134  | Strings        | Concatenation        | 02/16/2020 22:36:13 |  5 |  5
 bd134  | Strings        | Find                 | 02/16/2020 22:37:35 |  3 |  5
 bd134  | Strings        | Index/Slice          | 02/16/2020 22:38:32 |  5 |  5
 bd134  | Strings        | Join                 | 02/16/2020 22:39:29 |  0 |  5
 bd134  | Strings        | Split                | 02/16/2020 22:40:46 |  3 |  5
 ktn4   | Lists          | Adding               | 02/16/2020 23:19:02 |  1 |  1
 ktn4   | Lists          | Appending            | 02/16/2020 23:19:02 |  0 |  2
 ktn4   | Lists          | Pointers             | 02/16/2020 23:19:02 |  0 |  2
 orp    | Lists          | Appending            | 02/16/2020 23:24:09 |  5 |  5
 ssc60  | Lists          | Pointers             | 02/16/2020 23:29:34 |  1 |  1
 ssc60  | Math operators | Mod                  | 02/16/2020 23:29:34 |  1 |  1
 ssc60  | Strings        | Index/Slice          | 02/16/2020 23:29:34 |  1 |  1
 ssc60  | Strings        | Join                 | 02/16/2020 23:29:34 |  1 |  1
 ssc60  | Strings        | Split                | 02/16/2020 23:29:34 |  1 |  1
 dgj6   | Strings        | Concatenation        | 02/16/2020 23:49:53 |  0 |  1
 dgj6   | Strings        | Find                 | 02/16/2020 23:49:53 |  1 |  1
 dgj6   | Strings        | Index/Slice          | 02/16/2020 23:49:53 |  1 |  1
 dgj6   | Strings        | Join                 | 02/16/2020 23:49:53 |  0 |  1
 dgj6   | Strings        | Split                | 02/16/2020 23:49:53 |  0 |  1
 dgj6   | Strings        | Concatenation        | 02/16/2020 23:51:34 |  1 |  1
 dgj6   | Strings        | Find                 | 02/16/2020 23:51:34 |  1 |  1
 dgj6   | Strings        | Index/Slice          | 02/16/2020 23:51:34 |  1 |  1
 dgj6   | Strings        | Join                 | 02/16/2020 23:51:34 |  1 |  1
 dgj6   | Strings        | Split                | 02/16/2020 23:51:34 |  1 |  1
 dgj6   | Strings        | Find                 | 02/16/2020 23:52:42 |  1 |  1
 dgj6   | Strings        | Index/Slice          | 02/16/2020 23:52:42 |  1 |  1
 dgj6   | Strings        | Join                 | 02/16/2020 23:52:42 |  1 |  1
 dgj6   | Strings        | Split                | 02/16/2020 23:52:42 |  1 |  1
 tjg29  | Lists          | Appending            | 02/17/2020 01:02:44 |  0 |  1
 tjg29  | Lists          | Pointers             | 02/17/2020 01:02:44 |  1 |  1
 tjg29  | Math operators | Exponents            | 02/17/2020 01:02:44 |  1 |  1
 tjg29  | Math operators | Floor Division       | 02/17/2020 01:02:44 |  1 |  1
 tjg29  | Math operators | Mod                  | 02/17/2020 01:02:44 |  1 |  1
 tjg29  | Strings        | Concatenation        | 02/17/2020 01:02:44 |  1 |  1
 tjg29  | Strings        | Find                 | 02/17/2020 01:02:44 |  0 |  1
 tjg29  | Strings        | Index/Slice          | 02/17/2020 01:02:44 |  1 |  1
 tjg29  | Strings        | Join                 | 02/17/2020 01:02:44 |  0 |  1
 tjg29  | Strings        | Split                | 02/17/2020 01:02:44 |  1 |  1
 mc651  | Lists          | Adding               | 02/17/2020 01:11:50 |  3 |  3
 mc651  | Lists          | Appending            | 02/17/2020 01:11:50 |  3 |  3
 mc651  | Lists          | Pointers             | 02/17/2020 01:11:50 |  4 |  4
 jej34  | Strings        | Index/Slice          | 02/17/2020 01:12:47 |  5 |  5
 jej34  | Strings        | Index/Slice          | 02/17/2020 01:13:30 |  5 |  5
 jej34  | Strings        | Join                 | 02/17/2020 01:15:22 |  5 |  5
 mc651  | Strings        | Concatenation        | 02/17/2020 01:28:05 |  1 |  2
 mc651  | Strings        | Find                 | 02/17/2020 01:28:05 |  2 |  2
 mc651  | Strings        | Index/Slice          | 02/17/2020 01:28:05 |  2 |  2
 mc651  | Strings        | Join                 | 02/17/2020 01:28:05 |  2 |  2
 mc651  | Strings        | Split                | 02/17/2020 01:28:05 |  2 |  2
 mc651  | Strings        | Concatenation        | 02/17/2020 01:31:28 |  1 |  2
 mc651  | Strings        | Find                 | 02/17/2020 01:31:28 |  2 |  2
 mc651  | Strings        | Index/Slice          | 02/17/2020 01:31:28 |  2 |  2
 mc651  | Strings        | Join                 | 02/17/2020 01:31:28 |  2 |  2
 mc651  | Strings        | Split                | 02/17/2020 01:31:28 |  2 |  2
 mc651  | Strings        | Concatenation        | 02/17/2020 01:39:19 |  1 |  1
 mc651  | Strings        | Join                 | 02/17/2020 01:39:19 |  2 |  2
 mc651  | Strings        | Split                | 02/17/2020 01:39:19 |  2 |  2
 mc651  | Strings        | Concatenation        | 02/17/2020 01:39:43 |  1 |  1
 mc651  | Strings        | Join                 | 02/17/2020 01:39:43 |  2 |  2
 mc651  | Strings        | Split                | 02/17/2020 01:39:43 |  2 |  2
 mc651  | Strings        | Concatenation        | 02/17/2020 01:40:15 |  1 |  1
 mc651  | Strings        | Join                 | 02/17/2020 01:40:15 |  2 |  2
 mc651  | Strings        | Split                | 02/17/2020 01:40:15 |  2 |  2
 mc651  | Math operators | Exponents            | 02/17/2020 01:41:20 |  1 |  1
 mc651  | Math operators | Floor Division       | 02/17/2020 01:41:20 |  0 |  2
 mc651  | Math operators | Mod                  | 02/17/2020 01:41:20 |  2 |  2
 yz535  | Lists          | Adding               | 02/17/2020 02:01:22 |  1 |  1
 yz535  | Lists          | Appending            | 02/17/2020 02:01:22 |  2 |  2
 yz535  | Lists          | Pointers             | 02/17/2020 02:01:22 |  2 |  2
 jej34  | Strings        | Index/Slice          | 02/17/2020 02:54:01 |  7 |  7
 jej34  | Lists          | Adding               | 02/17/2020 02:56:12 |  1 |  1
 jej34  | Strings        | Concatenation        | 02/17/2020 02:56:12 |  2 |  2
 jc721  | Lists          | Appending            | 02/17/2020 02:59:00 |  1 |  1
 jc721  | Lists          | Pointers             | 02/17/2020 02:59:00 |  1 |  1
 jc721  | Math operators | Exponents            | 02/17/2020 02:59:00 |  1 |  1
 jc721  | Math operators | Floor Division       | 02/17/2020 02:59:00 |  1 |  1
 jc721  | Math operators | Mod                  | 02/17/2020 02:59:00 |  1 |  1
 jc721  | Strings        | Concatenation        | 02/17/2020 02:59:00 |  1 |  1
 jc721  | Strings        | Find                 | 02/17/2020 02:59:00 |  1 |  1
 jc721  | Strings        | Index/Slice          | 02/17/2020 02:59:00 |  1 |  1
 jc721  | Strings        | Join                 | 02/17/2020 02:59:00 |  0 |  1
 jc721  | Strings        | Split                | 02/17/2020 02:59:00 |  1 |  1
 jc721  | Lists          | Appending            | 02/17/2020 03:08:39 |  1 |  1
 jc721  | Lists          | Pointers             | 02/17/2020 03:08:39 |  1 |  1
 jc721  | Math operators | Exponents            | 02/17/2020 03:08:39 |  1 |  1
 jc721  | Math operators | Floor Division       | 02/17/2020 03:08:39 |  1 |  1
 jc721  | Math operators | Mod                  | 02/17/2020 03:08:39 |  1 |  1
 jc721  | Strings        | Concatenation        | 02/17/2020 03:08:39 |  1 |  1
 jc721  | Strings        | Find                 | 02/17/2020 03:08:39 |  1 |  1
 jc721  | Strings        | Index/Slice          | 02/17/2020 03:08:39 |  1 |  1
 jc721  | Strings        | Join                 | 02/17/2020 03:08:39 |  1 |  1
 jc721  | Strings        | Split                | 02/17/2020 03:08:39 |  1 |  1
 jc721  | Lists          | Appending            | 02/17/2020 03:12:04 |  1 |  1
 jc721  | Lists          | Pointers             | 02/17/2020 03:12:04 |  1 |  1
 jc721  | Math operators | Exponents            | 02/17/2020 03:12:04 |  1 |  1
 jc721  | Math operators | Floor Division       | 02/17/2020 03:12:04 |  1 |  1
 jc721  | Math operators | Mod                  | 02/17/2020 03:12:04 |  1 |  1
 jc721  | Strings        | Concatenation        | 02/17/2020 03:12:04 |  1 |  1
 jc721  | Strings        | Find                 | 02/17/2020 03:12:04 |  1 |  1
 jc721  | Strings        | Index/Slice          | 02/17/2020 03:12:04 |  1 |  1
 jc721  | Strings        | Join                 | 02/17/2020 03:12:04 |  1 |  1
 jc721  | Strings        | Split                | 02/17/2020 03:12:04 |  1 |  1
 dc316  | Strings        | Find                 | 02/17/2020 03:37:22 |  5 |  5
 gbg8   | Lists          | Adding               | 02/17/2020 04:56:36 |  5 |  5
 gbg8   | Lists          | Appending            | 02/17/2020 04:58:16 |  3 |  5
 gbg8   | Lists          | Pointers             | 02/17/2020 05:07:07 |  5 |  5
 aal44  | Strings        | Concatenation        | 02/17/2020 05:19:00 |  1 |  1
 aal44  | Strings        | Find                 | 02/17/2020 05:19:00 |  0 |  1
 aal44  | Strings        | Index/Slice          | 02/17/2020 05:19:00 |  1 |  1
 aal44  | Strings        | Join                 | 02/17/2020 05:19:00 |  1 |  1
 aal44  | Strings        | Split                | 02/17/2020 05:19:00 |  1 |  1
 fn28   | Lists          | Adding               | 02/17/2020 05:23:57 |  1 |  1
 fn28   | Lists          | Appending            | 02/17/2020 05:23:57 |  1 |  1
 fn28   | Lists          | Pointers             | 02/17/2020 05:23:57 |  2 |  2
 fn28   | Math operators | Exponents            | 02/17/2020 05:23:57 |  2 |  2
 fn28   | Math operators | Floor Division       | 02/17/2020 05:23:57 |  2 |  2
 fn28   | Math operators | Mod                  | 02/17/2020 05:23:57 |  2 |  2
 fn28   | Strings        | Concatenation        | 02/17/2020 05:23:57 |  1 |  2
 fn28   | Strings        | Find                 | 02/17/2020 05:23:57 |  2 |  2
 fn28   | Strings        | Index/Slice          | 02/17/2020 05:23:57 |  2 |  2
 fn28   | Strings        | Join                 | 02/17/2020 05:23:57 |  1 |  2
 fn28   | Strings        | Split                | 02/17/2020 05:23:57 |  2 |  2
 jac159 | Strings        | Concatenation        | 02/17/2020 06:03:38 |  0 |  2
 jac159 | Strings        | Index/Slice          | 02/17/2020 06:03:38 |  0 |  2
 jac159 | Strings        | Join                 | 02/17/2020 06:03:38 |  2 |  3
 jac159 | Strings        | Split                | 02/17/2020 06:03:38 |  3 |  3
 jac159 | Strings        | Concatenation        | 02/17/2020 06:06:57 |  2 |  2
 jac159 | Strings        | Index/Slice          | 02/17/2020 06:06:57 |  2 |  2
 jac159 | Strings        | Join                 | 02/17/2020 06:06:57 |  2 |  3
 jac159 | Strings        | Split                | 02/17/2020 06:06:57 |  3 |  3
 jac159 | Strings        | Concatenation        | 02/17/2020 06:09:24 |  1 |  2
 jac159 | Strings        | Index/Slice          | 02/17/2020 06:09:24 |  2 |  2
 jac159 | Strings        | Join                 | 02/17/2020 06:09:24 |  1 |  3
 jac159 | Strings        | Split                | 02/17/2020 06:09:24 |  3 |  3
 jac159 | Strings        | Concatenation        | 02/17/2020 06:12:04 |  2 |  2
 jac159 | Strings        | Index/Slice          | 02/17/2020 06:12:04 |  2 |  2
 jac159 | Strings        | Join                 | 02/17/2020 06:12:04 |  1 |  3
 jac159 | Strings        | Split                | 02/17/2020 06:12:04 |  3 |  3
 jac159 | Strings        | Concatenation        | 02/17/2020 06:14:05 |  2 |  2
 jac159 | Strings        | Index/Slice          | 02/17/2020 06:14:05 |  2 |  2
 jac159 | Strings        | Join                 | 02/17/2020 06:14:05 |  3 |  3
 jac159 | Strings        | Split                | 02/17/2020 06:14:05 |  3 |  3
 jac159 | Strings        | Concatenation        | 02/17/2020 06:16:14 |  2 |  2
 jac159 | Strings        | Index/Slice          | 02/17/2020 06:16:14 |  2 |  2
 jac159 | Strings        | Join                 | 02/17/2020 06:16:14 |  3 |  3
 jac159 | Strings        | Split                | 02/17/2020 06:16:14 |  3 |  3
 jac159 | Strings        | Concatenation        | 02/17/2020 06:18:20 |  2 |  2
 jac159 | Strings        | Index/Slice          | 02/17/2020 06:18:20 |  2 |  2
 jac159 | Strings        | Join                 | 02/17/2020 06:18:20 |  3 |  3
 jac159 | Strings        | Split                | 02/17/2020 06:18:20 |  3 |  3
 jac159 | Strings        | Concatenation        | 02/17/2020 06:19:55 |  2 |  2
 jac159 | Strings        | Index/Slice          | 02/17/2020 06:19:55 |  2 |  2
 jac159 | Strings        | Join                 | 02/17/2020 06:19:55 |  3 |  3
 jac159 | Strings        | Split                | 02/17/2020 06:19:55 |  3 |  3
 jac159 | Strings        | Concatenation        | 02/17/2020 06:21:20 |  2 |  2
 jac159 | Strings        | Index/Slice          | 02/17/2020 06:21:20 |  2 |  2
 jac159 | Strings        | Join                 | 02/17/2020 06:21:20 |  3 |  3
 jac159 | Strings        | Split                | 02/17/2020 06:21:20 |  3 |  3
 sp465  | Lists          | Appending            | 02/17/2020 06:21:21 |  2 |  3
 sp465  | Lists          | Pointers             | 02/17/2020 06:21:21 |  2 |  3
 sp465  | Strings        | Concatenation        | 02/17/2020 06:21:21 |  0 |  3
 sp465  | Strings        | Index/Slice          | 02/17/2020 06:21:21 |  3 |  3
 sp465  | Strings        | Join                 | 02/17/2020 06:21:21 |  3 |  4
 sp465  | Strings        | Split                | 02/17/2020 06:21:21 |  0 |  4
 cbw32  | Lists          | Appending            | 02/17/2020 15:34:51 |  1 |  1
 cbw32  | Lists          | Pointers             | 02/17/2020 15:34:51 |  1 |  1
 cbw32  | Math operators | Exponents            | 02/17/2020 15:34:51 |  1 |  1
 cbw32  | Math operators | Floor Division       | 02/17/2020 15:34:51 |  1 |  1
 cbw32  | Math operators | Mod                  | 02/17/2020 15:34:51 |  1 |  1
 cbw32  | Strings        | Concatenation        | 02/17/2020 15:34:51 |  1 |  1
 cbw32  | Strings        | Find                 | 02/17/2020 15:34:51 |  0 |  1
 cbw32  | Strings        | Index/Slice          | 02/17/2020 15:34:51 |  1 |  1
 cbw32  | Strings        | Join                 | 02/17/2020 15:34:51 |  0 |  1
 cbw32  | Strings        | Split                | 02/17/2020 15:34:51 |  0 |  1
 cbw32  | Lists          | Appending            | 02/17/2020 15:47:31 |  1 |  1
 cbw32  | Lists          | Pointers             | 02/17/2020 15:47:31 |  0 |  1
 cbw32  | Math operators | Exponents            | 02/17/2020 15:47:31 |  1 |  1
 cbw32  | Math operators | Floor Division       | 02/17/2020 15:47:31 |  1 |  1
 cbw32  | Math operators | Mod                  | 02/17/2020 15:47:31 |  1 |  1
 cbw32  | Strings        | Concatenation        | 02/17/2020 15:47:31 |  1 |  1
 cbw32  | Strings        | Find                 | 02/17/2020 15:47:31 |  1 |  1
 cbw32  | Strings        | Index/Slice          | 02/17/2020 15:47:31 |  1 |  1
 cbw32  | Strings        | Join                 | 02/17/2020 15:47:31 |  0 |  1
 cbw32  | Strings        | Split                | 02/17/2020 15:47:31 |  0 |  1
 mas235 | Lists          | Adding               | 02/17/2020 16:02:22 |  2 |  2
 mas235 | Lists          | Appending            | 02/17/2020 16:02:22 |  2 |  2
 mas235 | Lists          | Pointers             | 02/17/2020 16:02:22 |  1 |  2
 mas235 | Math operators | Exponents            | 02/17/2020 16:02:22 |  2 |  2
 mas235 | Math operators | Floor Division       | 02/17/2020 16:02:22 |  3 |  3
 mas235 | Math operators | Mod                  | 02/17/2020 16:02:22 |  3 |  3
 mas235 | Strings        | Concatenation        | 02/17/2020 16:02:22 |  3 |  3
 mas235 | Strings        | Find                 | 02/17/2020 16:02:22 |  3 |  3
 mas235 | Strings        | Index/Slice          | 02/17/2020 16:02:22 |  3 |  3
 mas235 | Strings        | Join                 | 02/17/2020 16:02:22 |  0 |  3
 mas235 | Strings        | Split                | 02/17/2020 16:02:22 |  3 |  3
 yl554  | Lists          | Appending            | 02/17/2020 16:29:02 |  1 |  1
 yl554  | Lists          | Pointers             | 02/17/2020 16:29:02 |  1 |  1
 yl554  | Math operators | Exponents            | 02/17/2020 16:29:02 |  1 |  1
 yl554  | Math operators | Floor Division       | 02/17/2020 16:29:02 |  1 |  1
 yl554  | Math operators | Mod                  | 02/17/2020 16:29:02 |  1 |  1
 yl554  | Strings        | Concatenation        | 02/17/2020 16:29:02 |  1 |  1
 yl554  | Strings        | Find                 | 02/17/2020 16:29:02 |  1 |  1
 yl554  | Strings        | Index/Slice          | 02/17/2020 16:29:02 |  1 |  1
 yl554  | Strings        | Join                 | 02/17/2020 16:29:02 |  0 |  1
 yl554  | Strings        | Split                | 02/17/2020 16:29:02 |  1 |  1
 mas235 | Lists          | Pointers             | 02/17/2020 16:33:45 |  4 |  4
 mas235 | Strings        | Concatenation        | 02/17/2020 16:33:45 |  4 |  4
 mas235 | Strings        | Index/Slice          | 02/17/2020 16:33:45 |  4 |  4
 mas235 | Strings        | Join                 | 02/17/2020 16:33:45 |  1 |  3
 mas235 | Strings        | Split                | 02/17/2020 16:33:45 |  4 |  4
 akn21  | Lists          | Pointers             | 02/17/2020 17:24:15 | 13 | 15
 akn21  | Lists          | Pointers             | 02/17/2020 17:28:08 |  5 |  5
 akn21  | Strings        | Concatenation        | 02/17/2020 17:29:17 |  5 |  5
 akn21  | Math operators | Exponents            | 02/17/2020 17:30:02 |  5 |  5
 akn21  | Strings        | Concatenation        | 02/17/2020 17:31:02 |  5 |  5
 akn21  | Strings        | Join                 | 02/17/2020 17:32:06 |  1 |  5
 akn21  | Strings        | Join                 | 02/17/2020 17:32:55 |  5 |  5
 akn21  | Strings        | Split                | 02/17/2020 17:34:17 |  5 |  5
 akn21  | Strings        | Index/Slice          | 02/17/2020 17:35:20 |  5 |  5
 akn21  | Strings        | Find                 | 02/17/2020 17:36:18 |  5 |  5
 jac159 | Strings        | Split                | 02/17/2020 19:11:13 |  0 |  1
 jac159 | Strings        | Split                | 02/17/2020 19:12:23 |  2 |  2
 bh210  | Math operators | Exponents            | 02/17/2020 19:18:51 |  0 |  1
 cbw32  | Math operators | Exponents            | 02/17/2020 19:24:47 |  1 |  1
 cbw32  | Math operators | Floor Division       | 02/17/2020 19:24:47 |  1 |  1
 cbw32  | Math operators | Mod                  | 02/17/2020 19:24:47 |  1 |  1
 cbw32  | Strings        | Concatenation        | 02/17/2020 19:24:47 |  1 |  1
 cbw32  | Strings        | Find                 | 02/17/2020 19:24:47 |  1 |  1
 cbw32  | Strings        | Index/Slice          | 02/17/2020 19:24:47 |  1 |  1
 cbw32  | Strings        | Join                 | 02/17/2020 19:24:47 |  0 |  1
 cbw32  | Strings        | Split                | 02/17/2020 19:24:47 |  0 |  1
 cbw32  | Lists          | Appending            | 02/17/2020 19:32:02 |  0 |  1
 cbw32  | Lists          | Pointers             | 02/17/2020 19:32:02 |  0 |  1
 cbw32  | Math operators | Exponents            | 02/17/2020 19:32:02 |  1 |  1
 cbw32  | Math operators | Floor Division       | 02/17/2020 19:32:02 |  1 |  1
 cbw32  | Math operators | Mod                  | 02/17/2020 19:32:02 |  1 |  1
 cbw32  | Strings        | Concatenation        | 02/17/2020 19:32:02 |  1 |  1
 cbw32  | Strings        | Find                 | 02/17/2020 19:32:02 |  1 |  1
 cbw32  | Strings        | Index/Slice          | 02/17/2020 19:32:02 |  0 |  1
 cbw32  | Strings        | Join                 | 02/17/2020 19:32:02 |  1 |  1
 cbw32  | Strings        | Split                | 02/17/2020 19:32:02 |  1 |  1
 cbw32  | Lists          | Appending            | 02/17/2020 19:40:38 |  1 |  1
 cbw32  | Lists          | Pointers             | 02/17/2020 19:40:38 |  1 |  1
 cbw32  | Math operators | Exponents            | 02/17/2020 19:40:38 |  1 |  1
 cbw32  | Math operators | Floor Division       | 02/17/2020 19:40:38 |  1 |  1
 cbw32  | Math operators | Mod                  | 02/17/2020 19:40:38 |  1 |  1
 cbw32  | Strings        | Concatenation        | 02/17/2020 19:40:38 |  1 |  1
 cbw32  | Strings        | Find                 | 02/17/2020 19:40:38 |  0 |  1
 cbw32  | Strings        | Index/Slice          | 02/17/2020 19:40:38 |  1 |  1
 cbw32  | Strings        | Join                 | 02/17/2020 19:40:38 |  1 |  1
 cbw32  | Strings        | Split                | 02/17/2020 19:40:38 |  1 |  1
 hh210  | Strings        | Concatenation        | 02/17/2020 19:43:17 |  1 |  1
 hh210  | Strings        | Index/Slice          | 02/17/2020 19:43:17 |  1 |  1
 hh210  | Strings        | Join                 | 02/17/2020 19:43:17 |  1 |  1
 hh210  | Strings        | Split                | 02/17/2020 19:43:17 |  1 |  1
 rlw69  | Lists          | Appending            | 02/17/2020 20:02:02 |  1 |  1
 rlw69  | Lists          | Pointers             | 02/17/2020 20:02:02 |  0 |  1
 rlw69  | Math operators | Exponents            | 02/17/2020 20:02:02 |  1 |  1
 rlw69  | Math operators | Floor Division       | 02/17/2020 20:02:02 |  1 |  1
 rlw69  | Math operators | Mod                  | 02/17/2020 20:02:02 |  1 |  1
 rlw69  | Strings        | Concatenation        | 02/17/2020 20:02:02 |  1 |  1
 rlw69  | Strings        | Find                 | 02/17/2020 20:02:02 |  1 |  1
 rlw69  | Strings        | Index/Slice          | 02/17/2020 20:02:02 |  1 |  1
 rlw69  | Strings        | Join                 | 02/17/2020 20:02:02 |  0 |  1
 rlw69  | Strings        | Split                | 02/17/2020 20:02:02 |  1 |  1
 bmh58  | Lists          | Adding               | 02/17/2020 20:11:32 |  3 |  3
 bmh58  | Lists          | Adding               | 02/17/2020 20:13:09 |  2 |  2
 bmh58  | Lists          | Appending            | 02/17/2020 20:13:09 |  0 |  3
 bmh58  | Lists          | Adding               | 02/17/2020 20:14:35 |  2 |  2
 bmh58  | Lists          | Appending            | 02/17/2020 20:14:35 |  3 |  3
 bmh58  | Lists          | Adding               | 02/17/2020 20:17:04 |  2 |  2
 bmh58  | Lists          | Appending            | 02/17/2020 20:17:04 |  2 |  2
 bmh58  | Lists          | Pointers             | 02/17/2020 20:17:04 |  2 |  2
 bmh58  | Lists          | Adding               | 02/17/2020 20:23:14 |  2 |  2
 bmh58  | Lists          | Appending            | 02/17/2020 20:23:14 |  2 |  2
 bmh58  | Lists          | Pointers             | 02/17/2020 20:23:14 |  1 |  2
 bmh58  | Lists          | Pointers             | 02/17/2020 20:26:44 |  3 |  3
 bmh58  | Math operators | Exponents            | 02/17/2020 20:27:11 |  2 |  2
 bmh58  | Math operators | Exponents            | 02/17/2020 20:27:28 |  2 |  3
 bmh58  | Math operators | Exponents            | 02/17/2020 20:27:41 |  3 |  3
 bmh58  | Math operators | Floor Division       | 02/17/2020 20:28:02 |  1 |  1
 bmh58  | Math operators | Floor Division       | 02/17/2020 20:28:19 |  5 |  5
 bmh58  | Math operators | Mod                  | 02/17/2020 20:29:16 |  5 |  5
 cas191 | Lists          | Adding               | 02/17/2020 20:30:00 |  2 |  5
 bmh58  | Strings        | Concatenation        | 02/17/2020 20:30:52 |  3 |  5
 cas191 | Lists          | Adding               | 02/17/2020 20:31:14 |  5 |  5
 bmh58  | Strings        | Concatenation        | 02/17/2020 20:32:10 |  5 |  5
 bmh58  | Strings        | Find                 | 02/17/2020 20:34:11 |  1 |  5
 bmh58  | Strings        | Find                 | 02/17/2020 20:34:59 |  3 |  5
 cas191 | Lists          | Appending            | 02/17/2020 20:35:09 |  4 |  5
 log4   | Strings        | Concatenation        | 02/17/2020 20:35:21 |  0 |  1
 log4   | Strings        | Find                 | 02/17/2020 20:35:21 |  1 |  1
 log4   | Strings        | Index/Slice          | 02/17/2020 20:35:21 |  1 |  1
 log4   | Strings        | Join                 | 02/17/2020 20:35:21 |  1 |  1
 log4   | Strings        | Split                | 02/17/2020 20:35:21 |  0 |  1
 bmh58  | Strings        | Find                 | 02/17/2020 20:36:53 |  5 |  5
 bmh58  | Strings        | Find                 | 02/17/2020 20:37:45 |  4 |  5
 cas191 | Lists          | Appending            | 02/17/2020 20:38:41 |  5 |  5
 bmh58  | Strings        | Index/Slice          | 02/17/2020 20:39:46 |  4 |  5
 bmh58  | Strings        | Index/Slice          | 02/17/2020 20:40:18 |  5 |  5
 cas191 | Lists          | Pointers             | 02/17/2020 20:43:20 |  5 |  5
 cas191 | Lists          | Adding               | 02/17/2020 20:54:59 |  5 |  5
 cas191 | Math operators | Exponents            | 02/17/2020 20:59:15 |  4 |  4
 ko94   | Lists          | Adding               | 02/17/2020 20:59:24 |  1 |  1
 ko94   | Lists          | Appending            | 02/17/2020 20:59:24 |  1 |  1
 ko94   | Lists          | Pointers             | 02/17/2020 20:59:24 |  2 |  2
 ko94   | Math operators | Exponents            | 02/17/2020 20:59:24 |  1 |  1
 ko94   | Math operators | Floor Division       | 02/17/2020 20:59:24 |  2 |  2
 ko94   | Math operators | Mod                  | 02/17/2020 20:59:24 |  2 |  2
 ko94   | Strings        | Concatenation        | 02/17/2020 20:59:24 |  2 |  2
 ko94   | Strings        | Find                 | 02/17/2020 20:59:24 |  2 |  2
 ko94   | Strings        | Index/Slice          | 02/17/2020 20:59:24 |  2 |  2
 ko94   | Strings        | Join                 | 02/17/2020 20:59:24 |  2 |  2
 ko94   | Strings        | Split                | 02/17/2020 20:59:24 |  2 |  2
 cas191 | Math operators | Floor Division       | 02/17/2020 21:01:52 |  4 |  5
 cas191 | Math operators | Floor Division       | 02/17/2020 21:02:58 |  5 |  5
